StopName,StopLat,StopLon,NumRoutes
ROUTE N11 SIDI MAAROUF,33.5445105,-7.6420356,1
ROUTE N9,33.4711516,-7.5128953,1
ROUTE N9,33.4711803,-7.5125831,1
ROUTE N9 AL MAJJATIA,33.4847651,-7.5103669,1
ROUTE N9 AL MAJJATIA,33.484941,-7.5101664,1
ROUTE N9 TIT MELLIL,33.5344291,-7.4940811,1
ROUTE N9 TIT MELLIL,33.5344339,-7.4944226,1
ROUTE NATIONALE 1 LISSASFA,33.5064149,-7.7101137,1
ROUTE NATIONALE 1 LISSASFA,33.5066005,-7.7102581,1
ROUTE NATIONALE 11,33.5210427,-7.6341515,1
ROUTE NATIONALE 11,33.521273,-7.6336866,1
ROUTE NATIONALE 9 MEDIOUNA,33.434308,-7.5212916,1
ROUTE NATIONALE 9 MEDIOUNA,33.4344567,-7.5215475,1
ROUTE OULED ZIANE,33.5819365,-7.5942588,3
ROUTE OULED ZIANE,33.5820018,-7.594127,1
ROUTE P3003,33.5893585,-7.3799244,1
ROUTE P3003,33.5894273,-7.3800883,1
ROUTE P3013 BOUSKOURA,33.4509319,-7.6426783,2
ROUTE P3013 BOUSKOURA,33.4513158,-7.6427087,2
ROUTE P3026,33.4761879,-7.6031534,1
ROUTE P3026,33.4765546,-7.6040673,1
ROUTE P3307,33.6318548,-7.33299,1
ROUTE P3307,33.631958,-7.3328743,1
ROUTE P3307 AIN TEKKI,33.6627,-7.3537678,1
ROUTE P3307 AIN TEKKI,33.6628576,-7.3537941,1
ROUTE P3336 MEDIOUNA,33.4485141,-7.5174292,1
ROUTE P3336 MEDIOUNA,33.4486745,-7.5173318,1
ROUTE R309,33.6727984,-7.4320963,1
ROUTE R309,33.673082,-7.4322561,1
ROUTE R320,33.5879262,-7.6454302,1
ROUTE R320 /P3012,33.5002373,-7.85806,1
ROUTE R320 /P3012,33.5005306,-7.8581111,1
ROUTE R322 ROCHES NOIRES,33.607671,-7.5702584,2
ROUTE R322 ROCHES NOIRES,33.6077535,-7.5703042,2
ROUTE R322 ZENATA,33.636906,-7.5042443,1
ROUTE R322 ZENATA,33.6369312,-7.5046207,1
ROUTE SIDI MAAROUF,33.5138198,-7.6549723,1
ROUTE SIDI MAAROUF,33.5141504,-7.6549723,1
ROYAL GOLF ANFA,33.5831454,-7.6585257,1
ROYAL GOLF ANFA 2,33.5830503,-7.6597347,1
RTM AIN CHOC,33.5389131,-7.583105,2
RTM AIN CHOC,33.5391354,-7.5831491,2
RUE 41 RIAD OULFA,33.5579418,-7.6926721,2
RUE AL MAROUNI,33.5744043,-7.6400246,2
RUE AL MAROUNI,33.5748662,-7.6399009,2
RUE BEN KACEM ADDAHMANI,33.5523546,-7.578797,3
RUE BEN KACEM ADDAHMANI,33.5523993,-7.5788703,3
RUE D'ALGER,33.5941511,-7.6237987,6
RUE DE BELGRADE,33.5754406,-7.6101812,1
RUE DE BELGRADE,33.5754751,-7.6100735,1
RUE DE L'ALMA,33.5985918,-7.6386195,1
RUE DES EPERVIERS,33.5642859,-7.6397734,1
RUE EL HAOUZA,33.6057258,-7.5626694,1
RUE EL HAOUZA,33.6057751,-7.5627219,1
RUE FAROUKI ERRAHALI,33.5589151,-7.6010395,1
RUE FAROUKI ERRAHALI,33.5590112,-7.6007534,2
RUE IBNOU ADRAA,33.5890377,-7.5729339,1
RUE IBNOU ADRAA,33.5891901,-7.5727202,1
RUE KAID AL ACHTAR,33.5824518,-7.6413792,2
RUE NORMANDIE,33.5850425,-7.6393896,3
RUE OUALILI,33.5744043,-7.6435309,1
RUE OUALILI,33.574629,-7.6433377,1
RUE SALONIQUE,33.5769082,-7.6129773,1
RUE SALONIQUE,33.577029,-7.612917,1
RUE WASHINGTON,33.593457,-7.6309255,4
RUE WASHINGTON,33.5936538,-7.6302559,4
SAKANI AHL LOGHLAM,33.5987017,-7.4782217,1
SAKANI AHL LOGHLAM,33.5990117,-7.4782832,1
SALAM MOHAMMEDIA,33.6997315,-7.3589457,1
SALAM MOHAMMEDIA,33.7001915,-7.3586941,1
SALLE DE SPORT LA CORNICHE,33.5715716,-7.6891498,1
SALLE DE SPORT LA CORNICHE,33.5717205,-7.6892215,1
SALLE DERKAOUI,33.6159495,-7.5211448,1
SALLE DERKAOUI,33.6160641,-7.5213052,1
SAMIR (MOH),33.6783905,-7.4162362,3
SAMIR (MOH),33.6787342,-7.416486,3
SCHNEIDER,33.5626181,-7.6681945,1
SEHAB RMAL,33.6454024,-7.3383174,1
SEHAB RMAL,33.6455084,-7.3382211,1
SIDI BERNOUSSI,33.6163981,-7.4970067,1
SIDI BERNOUSSI,33.6164996,-7.4971585,1
SIDI BOUZIANE,33.4849272,-7.7398783,1
SIDI BOUZIANE,33.4849943,-7.7393764,1
SIDI GHANEM,33.4970722,-7.5056738,1
SIDI GHANEM,33.4970814,-7.5052183,1
SIDI MESSAOUD,33.5131895,-7.6316409,2
SIDI MESSAOUD,33.5133442,-7.6318408,2
SIDI MOUSSA EL MAJDOUB,33.6047768,-7.3850049,1
SIDI MOUSSA EL MAJDOUB,33.6048685,-7.384884,1
SINDIBAD,33.5825224,-7.6987711,1
SINDIBAD,33.5825989,-7.6994576,1
SNRT AIN CHOCK,33.537328,-7.5858388,1
SNRT AIN CHOCK,33.5374789,-7.5859917,2
SOCIETE COSUMAR,33.5989435,-7.5716687,1
SOCIETE COSUMAR,33.5992092,-7.571057,1
SOUK ALLEK,33.6092346,-7.5006323,1
SOUK BOURGOGNE,33.5991125,-7.6431561,2
SOUK BOURGOGNE,33.5997106,-7.6420826,2
SOUK CHRIFA,33.5361594,-7.6017176,1
SOUK CHRIFA,33.5365204,-7.6020063,1
SOUK LAAYOUNE,33.564581,-7.5953858,2
SOUK LAAYOUNE,33.5646698,-7.5950518,2
SOUK LHJAJMA,33.5961056,-7.6483799,1
SOUK LHJAJMA,33.596155,-7.6485413,1
SOUK LWIZIA,33.6756947,-7.3508107,1
SOUK LWIZIA,33.6759038,-7.350946,1
SOUK OULD MINA,33.5685886,-7.6756633,3
SOUK OULD MINA,33.5686578,-7.6756998,3
SOUK SALAM,33.5831935,-7.5524575,1
SOUK SALAM,33.5834112,-7.552552,1
SOUK SWISRA,33.5641404,-7.3719729,1
SOUK SWISRA,33.5642767,-7.3723322,1
STADE COC,33.5609842,-7.6447656,2
STADE COC,33.5610666,-7.6445124,2
STADE HAY HASSANI,33.570789,-7.6805095,5
STADE MOHAMED V,33.5841384,-7.6478018,2
STADE PERE JEGO,33.5503195,-7.6517895,2
STADE TISSIMA,33.5444156,-7.5621869,5
STADE TISSIMA,33.5446172,-7.5621061,5
STATION ANOUAL,33.570216,-7.625819,2
STATION ANOUAL,33.5702452,-7.6261238,1
STATION EL FALAH,33.6846558,-7.3801972,1
STATION EL FALAH 2,33.6844017,-7.3800374,1
SWILBATE,33.68035,-7.3468155,1
SWILBATE,33.6804554,-7.3470011,1
SWILBATE 2,33.6780355,-7.3499172,1
SWILBATE 2,33.6781776,-7.3496346,1
TACHAROUK BD OQBA,33.569666,-7.5200562,1
TACHAROUK BOULEVARD OQBA,33.5699353,-7.5197594,1
TARIK EL KHIR,33.6087893,-7.4963071,1
TARIK EL KHIR,33.608948,-7.4961209,1
TARIQ BNOU ZYAD,33.575742,-7.6241175,2
TARIQ BNOU ZYAD,33.5758592,-7.6247523,2
TECHNOPARC,33.5404213,-7.6377114,4
TECHNOPARC,33.5406285,-7.6384132,4
TECHNOPOLE NOUACEUR,33.3734967,-7.5531594,1
TECHNOPOLE NOUACEUR,33.3737797,-7.5530563,1
TERMINUS ABOUAB AL OULFA,33.5475154,-7.7040305,1
TERMINUS AIN SEBAA,33.5956195,-7.5302426,1
TERMINUS AIN SEBAA,33.5956503,-7.5300558,3
TERMINUS AL ANDALOUS,33.4633429,-7.64422,1
TERMINUS AL HAMD,33.5120555,-7.5138924,1
TERMINUS AL HAMD,33.5120672,-7.5140204,1
TERMINUS AL OULFA 1,33.5511138,-7.6844698,3
TERMINUS AL OULFA 1,33.5512177,-7.6843247,3
TERMINUS AL QODS,33.6145778,-7.4912896,1
TERMINUS AL QODS,33.6146182,-7.491608,1
TERMINUS ANASSI,33.5913228,-7.4908799,4
TERMINUS ANASSI,33.5919063,-7.4899476,4
TERMINUS BEN ABID,33.489265,-7.8852999,1
TERMINUS BERNOUSSI,33.6134026,-7.5041221,7
TERMINUS BERNOUSSI,33.6134415,-7.5041771,7
TERMINUS BOUCHENTOUF,33.5702114,-7.6010839,7
TERMINUS BOUCHENTOUF,33.5706326,-7.6007126,7
TERMINUS BOULEVARD PARIS,33.5952657,-7.6241678,1
TERMINUS CASA PORT,33.5980904,-7.6126691,1
TERMINUS CASA PORT 2,33.5999237,-7.6142458,1
TERMINUS CINEMA RIF,33.5966108,-7.6154971,9
TERMINUS COMMUNE SIDI BELYOUT,33.5951384,-7.6266175,4
TERMINUS COMMUNE SIDI BELYOUT,33.595306,-7.6262847,4
TERMINUS DAOULIZ,33.6027943,-7.6593551,1
TERMINUS DAR LHAMRA,33.5706946,-7.6708242,3
TERMINUS DAR LHAMRA,33.5708124,-7.6707299,3
TERMINUS DOHA,33.5912189,-7.516572,5
TERMINUS DOHA,33.5913467,-7.5169244,5
TERMINUS EL FATH II,33.6694523,-7.3912266,1
TERMINUS EL HANK,33.6024873,-7.6537531,1
TERMINUS EL HANK,33.602965,-7.6539415,1
TERMINUS EL MANSOURIA,33.6187533,-7.4793037,1
TERMINUS EL MANSOURIA,33.6189216,-7.4793217,1
TERMINUS EL OULFA,33.5570036,-7.6898797,2
TERMINUS ELFADL,33.5583211,-7.5087099,2
TERMINUS FACULTE BEN M'SIK,33.5659996,-7.5429504,4
TERMINUS FACULTE BEN M'SIK,33.5661345,-7.5431623,3
TERMINUS FACULTE DES LETTRES,33.7026268,-7.3745498,6
TERMINUS FACULTE DES LETTRES,33.7027125,-7.373858,6
TERMINUS FACULTES MOHAMMEDIA,33.7055993,-7.3561821,4
TERMINUS FACULTES MOHAMMEDIA,33.7057054,-7.3562987,4
TERMINUS FARAH SALAM,33.5326472,-7.6997839,1
TERMINUS FERARA,33.5545321,-7.6868015,3
TERMINUS FERARA,33.5553688,-7.6855875,3
TERMINUS GARE ONCF MOHAMMEDIA,33.6953543,-7.3891553,8
TERMINUS GARE ONCF MOHAMMEDIA,33.6953635,-7.3889658,8
TERMINUS GARE OULED ZIANE,33.5756858,-7.5899168,2
TERMINUS GARE OULED ZIANE,33.5757185,-7.5900117,2
TERMINUS HARBILI,33.6306273,-7.4912276,1
TERMINUS HAY EL FALAH,33.5563691,-7.5479535,4
TERMINUS HAY EL FALAH,33.557674,-7.5491607,2
TERMINUS HAY EL FARAH,33.5660907,-7.5879946,3
TERMINUS HAY EL FARAH,33.566603,-7.5878554,3
TERMINUS HAY EL WAHDA,33.5425995,-7.5435612,1
TERMINUS HAY EL WAHDA,33.5430464,-7.5439703,1
TERMINUS HAY HASSANI,33.5710491,-7.679185,5
TERMINUS HAY HASSANI II,33.56609,-7.683295,3
TERMINUS HAY HASSANI II,33.5662808,-7.6835367,3
TERMINUS HAY LMASJID,33.5623131,-7.6076178,7
TERMINUS HAY LMASJID,33.5625129,-7.6073254,7
TERMINUS HAY SALAM,33.5447496,-7.6732072,3
TERMINUS HOPITAL SOFI,33.6026247,-7.6331906,4
TERMINUS HOUPHEIT BOIGNY,33.5984623,-7.6148278,3
TERMINUS HOUPHEIT BOIGNY,33.5985946,-7.615048,1
TERMINUS JAMILA,33.541956,-7.5794639,4
TERMINUS JAMILA,33.542164,-7.5796719,2
TERMINUS JAMILA II,33.5472353,-7.5848993,3
TERMINUS JAMILA II,33.5473949,-7.5844959,3
TERMINUS KASBAT LAMINE,33.5336207,-7.6850188,2
TERMINUS KHIAYTA,33.4675785,-7.7850543,1
TERMINUS LA GARE ROUTIERE,33.5732478,-7.5879286,3
TERMINUS LAHRAOUIYINE 1,33.5322094,-7.5198241,2
TERMINUS LISSASFA,33.5313567,-7.6739437,6
TERMINUS LISSASFA,33.5315492,-7.674105,6
TERMINUS LMKANSA II,33.5248617,-7.5627982,2
TERMINUS LMKANSA II,33.5249881,-7.5623948,2
TERMINUS LMZABIENNE,33.5156432,-7.5936017,1
TERMINUS MAARIF,33.5824796,-7.6406724,2
TERMINUS MAARIF,33.5825535,-7.6403384,2
TERMINUS MAARIF 2,33.5855713,-7.6412213,1
TERMINUS MANDAROUNA,33.530391,-7.6172875,2
TERMINUS MANDAROUNA,33.530541,-7.617031,2
TERMINUS MEDIOUNA,33.4503425,-7.496403,1
TERMINUS MEDIOUNA,33.4505607,-7.4957015,1
TERMINUS MEDIOUNA 1,33.4544579,-7.5182536,1
TERMINUS MOSQUEE EL HOSNA,33.5436159,-7.5818989,6
TERMINUS MOSQUEE EL HOSNA,33.5440605,-7.5818199,6
TERMINUS MOSQUEE SALMIA,33.538202,-7.5539697,3
TERMINUS MOSQUEE SALMIA,33.5384403,-7.5542379,3
TERMINUS MOSQUEE TARIQ,33.6078866,-7.5150212,6
TERMINUS MOSQUEE TARIQ,33.6080931,-7.5151601,5
TERMINUS MOULAY RACHID,33.5657321,-7.5285749,5
TERMINUS MOULAY RACHID,33.5657487,-7.5288849,5
TERMINUS MOULAY YOUSSEF,33.5988294,-7.6314899,4
TERMINUS MOULAY YOUSSEF,33.5999614,-7.6323545,5
TERMINUS MUSEE ALSA,33.5782397,-7.6340532,2
TERMINUS MUSEE ALSA,33.5787981,-7.6351301,5
TERMINUS NAHDA,33.7000371,-7.3522044,1
TERMINUS NAIM 2,33.5648165,-7.4995552,1
TERMINUS NAIM 2,33.5651052,-7.4995099,1
TERMINUS NASSIM,33.5180918,-7.6584958,1
TERMINUS OUAD DAHAB,33.5409567,-7.5730338,3
TERMINUS OUAD DAHAB,33.5412447,-7.5727261,3
TERMINUS OULAD AHMED,33.4957223,-7.7267839,1
TERMINUS OULAD AHMED,33.4958232,-7.7269719,1
TERMINUS OULAD SALEH,33.3761991,-7.6925133,1
TERMINUS PLACE LA CONCORDE,33.5962803,-7.6218917,11
TERMINUS PLACE LA CONCORDE,33.5965096,-7.6213949,8
TERMINUS PLACE MEKOUAR,33.6149867,-7.5368335,1
TERMINUS PLACE NATIONS UNIES,33.5944424,-7.6194357,4
TERMINUS PLACE OUAD LMAKHAZIN,33.5946956,-7.6229452,2
TERMINUS PLACE SIDI MAAROUF,33.5645448,-7.6038639,6
TERMINUS PLACE SIDI MAAROUF,33.5650232,-7.6040505,6
TERMINUS PLACE SRAGHNA,33.5695281,-7.6011233,1
TERMINUS PLACE SRAGHNA 2,33.5672993,-7.5995841,3
TERMINUS PORT MOHAMMEDIA,33.7088339,-7.4017855,1
TERMINUS QUARTIER DES HOPITAUX,33.5770858,-7.6248393,1
TERMINUS QUARTIER SHEMS,33.7086853,-7.3505986,1
TERMINUS QUARTIER SHEMS,33.7087995,-7.3508121,1
TERMINUS RACHIDIA,33.6872581,-7.3803593,2
TERMINUS RACHIDIA,33.687489,-7.3808756,1
TERMINUS RACHIDIA 3,33.6801905,-7.375883,1
TERMINUS RACHIDIA 3,33.6802433,-7.3757592,1
TERMINUS RAHMA,33.5379516,-7.7270464,2
TERMINUS RAHMA,33.5380862,-7.7274154,2
TERMINUS RIAD AL OULFA,33.5538131,-7.7009745,3
TERMINUS RIAD AL OULFA,33.5542551,-7.7006066,3
TERMINUS RIAD AL OULFA III,33.54949,-7.7046528,2
TERMINUS ROND POINT NAPOLEON,33.5634706,-7.6335498,1
TERMINUS SAKANI,33.6038575,-7.481966,1
TERMINUS SAKANI,33.6041453,-7.4823912,1
TERMINUS SALMIA,33.5367883,-7.5505828,4
TERMINUS SALMIA,33.5368166,-7.5504024,3
TERMINUS SIDI HAJJAJ,33.5401777,-7.4143265,1
TERMINUS SIDI LKHADIR,33.5691969,-7.6843286,6
TERMINUS SIDI MAAROUF,33.5081218,-7.6574373,2
TERMINUS SIDI MOUSSA BEN ALI,33.562732,-7.3738919,1
TERMINUS TACHAROUK,33.5696775,-7.5228648,6
TERMINUS TACHAROUK,33.5697932,-7.5229128,5
TERMINUS TAH,33.5329937,-7.5831696,1
TERMINUS TAH,33.5331402,-7.583206,1
TERMINUS TIT MELLIL,33.5507161,-7.4862559,3
TERMINUS TRAM 1 SIDI MOUMEN,33.5889785,-7.4991896,4
TERMINUS TRAM 1 SIDI MOUMEN,33.589043,-7.4989767,4
TERMINUS TRAM 2 BERNOUSSI,33.6104457,-7.5063608,6
TERMINUS TRAM 2 BERNOUSSI,33.610621,-7.5066364,7
TERMINUS VILLE ENNASR,33.4129226,-7.6758222,1
TERMINUS VILLE ENNASR,33.4129577,-7.6756585,1
TERMINUS ZAOUIA,33.3842434,-7.6206666,1
TERMINUS ZI BERNOUSSI,33.623155,-7.507558,1
TERMINUS ZI BERNOUSSI,33.6232248,-7.5076246,1
TERMINUS ZI OULAD SALEH,33.4215535,-7.6392303,1
TERMINUS ZOUBIR,33.5407785,-7.6832071,3
TERMINUS ZOUBIR,33.5408712,-7.6831117,3
TERRAIN LAARBI  ZAOULI,33.5970706,-7.5446398,1
TERRAIN LAARBI  ZAOULI,33.5972544,-7.544749,1
THEATRE MY RACHID,33.563077,-7.554103,4
THEATRE MY RACHID,33.5631022,-7.5535496,3
TIKIOUIN,33.5778402,-7.5533828,1
TRIBUNAL ADMINISTRATIF,33.5600151,-7.5662171,4
TRIBUNAL ADMINISTRATIF,33.5600804,-7.5663053,4
TRIBUNAL AIN SEBAA,33.5993166,-7.5310346,2
TRIBUNAL AIN SEBAA,33.5993435,-7.5307109,3
TRIBUNAL DE 1ER INSTANCE,33.5538744,-7.6661078,2
TRIBUNAL DE 1ER INSTANCE,33.553909,-7.6658774,2
TWIN CENTER,33.5874506,-7.6323462,3
TWIN CENTER,33.5882785,-7.6336439,3
UNIVERSITE INTERNATIONALE,33.4970264,-7.6080373,1
UNIVERSITE INTERNATIONALE,33.4970493,-7.6085117,1
VICTORIA CITY,33.4179164,-7.6725529,1
VICTORIA CITY,33.4179869,-7.6722292,1
VILLE DEROUA,33.3897544,-7.5361451,1
VILLE VERTE,33.4918411,-7.6090228,1
VILLE VERTE,33.491864,-7.609421,1
VILLE VERTE II,33.4743545,-7.6008719,1
VILLE VERTE II,33.4744771,-7.600606,1
WILAYA GRAND CASABLANCA,33.5906964,-7.6192948,3
ZONE INDUSTRIEL BOUSKOURA,33.4422459,-7.6450733,1
ZONE INDUSTRIEL BOUSKOURA,33.4422688,-7.6453626,1
ZONE INDUSTRIEL CHELLALATE,33.6221374,-7.442085,1
ZONE INDUSTRIEL CHELLALATE,33.6224304,-7.4420416,1
ZONE INDUSTRIEL CHELLALATE 1,33.6291533,-7.4315233,1
ZONE INDUSTRIEL CHELLALATE 1,33.6291533,-7.4311457,1
ZONE INDUSTRIEL MOHAMMEDIA T1,33.6641066,-7.406948,1
ZONE INDUSTRIEL MOHAMMEDIA T1,33.6642132,-7.407156,1
ZONE INDUSTRIEL MOHAMMEDIA T2,33.6611101,-7.4111942,1
ZONE INDUSTRIEL MOHAMMEDIA T2,33.6612132,-7.4114022,1
ZONE INDUSTRIEL ZENATA,33.6535642,-7.4422909,2
ZONE INDUSTRIEL ZENATA,33.6540357,-7.4422938,2
ZONE INDUSTRIELLE OKACHA,33.6126177,-7.55824,1
ZONE INDUSTRIELLE OKACHA,33.6127406,-7.5583196,1
ZONE LOGISTIQUE LAHRAOUYINE,33.5541372,-7.5110683,1
ZONE URBAINE 16 BEN MSIK,33.5544797,-7.5874892,1
ZONE URBAINE 16 BEN MSIK,33.5546295,-7.5876697,1
