name,lat,lon
MARCHE DES POULETS,33.5952451,-7.572809
MARCHE DES POULETS,33.5953402,-7.5725718
MARCHE OASIS,33.5567945,-7.6347182
MARCHE OASIS,33.5573588,-7.6340417
MARINA,33.6060646,-7.6210634
MARINA CASA,33.6058173,-7.6209021
MASJID FIRDAOUSS,33.6017178,-7.5113391
METRO,33.5377207,-7.6437602
MIMOSAS,33.6124205,-7.5314416
MIMOSAS,33.6126408,-7.5305314
MORABITINE,33.6812492,-7.3918362
MORABITINE,33.6813584,-7.3921393
MOROCCO MALL,33.580071,-7.703433
MOROCCO MALL,33.5803015,-7.7031222
MOSQUEE  DOHA,33.570455,-7.6357043
MOSQUEE  DOHA,33.57051,-7.6360287
MOSQUEE AB HORAIRA,33.5734395,-7.5280638
MOSQUEE AB HORAIRA,33.5736309,-7.5282621
MOSQUEE ABIR,33.5821622,-7.5380459
MOSQUEE ABIR,33.5824544,-7.5379623
MOSQUEE ADARISSA,33.5156561,-7.640885
MOSQUEE ADARISSA,33.5157449,-7.6413393
MOSQUEE AFGHANISTAN,33.5726914,-7.6732831
MOSQUEE AFGHANISTAN,33.5732593,-7.6721756
MOSQUEE AHL LOGHLAM,33.5978326,-7.4958143
MOSQUEE AHL LOGHLAM,33.5980217,-7.4958665
MOSQUEE AIN CHOC,33.5536199,-7.6000545
MOSQUEE AIN CHOC,33.5536939,-7.600037
MOSQUEE AL ANSAR,33.5291451,-7.5285195
MOSQUEE AL ANSAR,33.529266,-7.5281977
MOSQUEE AL FADL,33.5555449,-7.5134981
MOSQUEE AL FADL,33.5558233,-7.5137026
MOSQUEE AL FALAH,33.6130826,-7.4939661
MOSQUEE AL FALAH,33.613156,-7.4935103
MOSQUEE AL IRAQUI,33.5125937,-7.7008473
MOSQUEE AL IRAQUI,33.5126853,-7.7009412
MOSQUEE AL MAGHFIRA,33.6103898,-7.516666
MOSQUEE AL MAGHFIRA,33.610452,-7.5168805
MOSQUEE ALGERIE,33.6055996,-7.5084618
MOSQUEE ANNOUR,33.5258949,-7.5216799
MOSQUEE ANNOUR,33.5260181,-7.5214651
MOSQUEE AZHAR,33.5422693,-7.6922402
MOSQUEE AZHAR,33.5424579,-7.6921922
MOSQUEE BAB TAOUBA,33.5679792,-7.5253348
MOSQUEE BAB TAOUBA,33.5681053,-7.5254993
MOSQUEE BACHKOU,33.5587963,-7.6293166
MOSQUEE BACHKOU,33.5588884,-7.6295768
MOSQUEE BADR,33.5952795,-7.6383215
MOSQUEE BADR,33.5957413,-7.6379308
MOSQUEE BASATINE,33.6644418,-7.3579911
MOSQUEE BASATINE,33.6646194,-7.3582162
MOSQUEE EL BATHA,33.5658611,-7.6445204
MOSQUEE EL BATHA,33.5658978,-7.6442621
MOSQUEE EL FATH,33.5445246,-7.6790124
MOSQUEE EL FATH,33.5445819,-7.6791631
MOSQUEE EL HODA,33.5701869,-7.6127574
MOSQUEE EL HODA,33.5707844,-7.6128776
MOSQUEE EL HOSNA B,33.5436193,-7.5843208
MOSQUEE EL HOSNA B,33.5441006,-7.5828999
MOSQUEE EL KAOUTAR,33.571465,-7.5938385
MOSQUEE EL KAOUTAR,33.5717622,-7.5937703
MOSQUEE EL WAHDA,33.6087086,-7.5453677
MOSQUEE EL WAHDA,33.6089385,-7.5450234
MOSQUEE ELFATH,33.6630982,-7.3648494
MOSQUEE ELFATH,33.6633102,-7.3647319
MOSQUEE HASSAN II,33.6054128,-7.6295007
MOSQUEE HASSAN II,33.605436,-7.6296708
MOSQUEE HAY EL FARAH,33.5714794,-7.5882038
MOSQUEE HAY EL FARAH,33.5716983,-7.5881448
MOSQUEE KAOUTAR,33.5745906,-7.6821368
MOSQUEE LISSASFA,33.5345686,-7.6703102
MOSQUEE LISSASFA,33.5346656,-7.6701591
MOSQUEE LMZABIENNE,33.5268145,-7.5914542
MOSQUEE LMZABIENNE,33.5269021,-7.5913
MOSQUEE MALI,33.6877257,-7.391646
MOSQUEE MALI,33.6877984,-7.3911791
MOSQUEE MSALLA,33.5455846,-7.6023564
MOSQUEE MSALLA,33.5456132,-7.6022218
MOSQUEE NASSIM,33.5197845,-7.6616548
MOSQUEE NASSIM,33.5197942,-7.6613843
MOSQUEE NOUZHA,33.4448615,-7.5140275
MOSQUEE OMAR IBN AL KHATTAB,33.3855804,-7.6853373
MOSQUEE OMAR IBN AL KHATTAB,33.3862393,-7.6858392
MOSQUEE OULAD SALH,33.4005002,-7.6788801
MOSQUEE OULAD SALH,33.4012983,-7.6783123
MOSQUEE OULD EL HAMRA,33.6024723,-7.6182837
MOSQUEE OULD EL HAMRA,33.6026473,-7.6185491
MOSQUEE QODS,33.6104466,-7.4979593
MOSQUEE QODS,33.6109991,-7.4968457
MOSQUEE QUARTIER INDUSTRIEL,33.6298437,-7.49699
MOSQUEE ROI ABDALLAH,33.4679746,-7.6560769
MOSQUEE ROI ABDALLAH,33.4682639,-7.6559738
MOSQUEE SONNA,33.5614555,-7.6091219
MOSQUEE SONNA,33.5615357,-7.608887
MOSQUEE TAHA,33.5512683,-7.6124164
MOSQUEE TAHA,33.5513852,-7.612362
MOSQUEE TAMARIS,33.499407,-7.8678106
MOSQUEE TAMARIS,33.4995612,-7.8670715
MOSQUEE YACOUT,33.5497099,-7.590338
MOSQUEE YACOUT,33.5497425,-7.5904721
MSALLA DE AIN CHOK1,33.5466314,-7.5998108
MUNICIPALITE DEROUA,33.3753244,-7.5413141
MUNICIPALITE DEROUA,33.3754906,-7.5414739
MUNICIPALITE NOUACEUR,33.372706,-7.5493183
MUNICIPALITE NOUACEUR,33.372977,-7.5492209
NEJMET SIDI MOUMEN,33.5839069,-7.5061092
NEJMET SIDI MOUMEN,33.5840358,-7.5061963
OFFICE AGRICOLE,33.4535257,-7.5098266
OFFICE AGRICOLE,33.4536621,-7.5098793
OFPPT AIN BORJA,33.5801412,-7.5917238
OFPPT AIN BORJA,33.5803749,-7.5915208
OFPPT AIN SEBAA,33.609123,-7.529376
OFPPT AIN SEBAA,33.6091869,-7.5291331
OFPPT BOULEVARD BAHMAD,33.5874735,-7.59408
OFPPT BOULEVARD BAHMAD,33.587485,-7.5941322
OFPPT DERB GHALLEF,33.5699181,-7.63121
OFPPT DERB GHALLEF,33.5700418,-7.6312507
OFPPT EL HANK,33.6027085,-7.6456405
OFPPT EL HANK,33.6028437,-7.6456187
OFPPT ROUTE MARRAKECH,33.5224199,-7.6342129
OFPPT ROUTE MARRAKECH,33.5228038,-7.63498
OFPPT SIDI MOUMEN,33.574751,-7.5221652
OFPPT SIDI MOUMEN,33.5748535,-7.522462
ONEP BOUSKOURA,33.4943255,-7.6298022
ONEP BOUSKOURA,33.4945478,-7.6298876
ORPHELINAT DE AIN CHOC,33.5492859,-7.5943791
ORPHELINAT DE AIN CHOC,33.5493432,-7.5942754
OUED EL MALEH,33.6517235,-7.4056769
OUED EL MALEH,33.6519383,-7.4057252
OUED HASSAR,33.5379021,-7.4197997
OUED HASSAR,33.5381631,-7.4197604
OUED NASSIM,33.5213906,-7.6649552
OUED NASSIM,33.5214637,-7.6649296
OULED BA HMAD,33.6148494,-7.350161
OULED BA HMAD,33.6150357,-7.3500252
OULED HARRES,33.5779338,-7.5674621
OULED HARRES,33.5779888,-7.568148
OULED ISSA,33.4712977,-7.7755209
OULED ISSA,33.4713556,-7.7750808
OULED TALEB,33.53636,-7.6177621
OULED TALEB,33.5363829,-7.6175432
OULFA PRESTIGE,33.5416893,-7.712636
OUM RAYAT,33.6626513,-7.3717839
OUM RAYAT,33.6626759,-7.3720377
P3003 SIDI MOUSSA,33.5679872,-7.377832
P3003 SIDI MOUSSA,33.5680812,-7.377738
P3011 BOUSKOURA,33.4551203,-7.6502603
P3011 BOUSKOURA,33.4552062,-7.6500912
PALAIS ATLAS,33.5671352,-7.5094966
PALAIS ATLAS,33.5674223,-7.5093854
PALAIS DES AMBASSADES,33.5251672,-7.6837542
PALAIS DES AMBASSADES,33.5253792,-7.683835
PALAIS ROYAL AIN GUEDDID,33.5587912,-7.7242429
PALAIS ROYAL AIN GUEDDID,33.5589425,-7.7244428
PALMIER,33.5796698,-7.6322854
PALMIER,33.5797672,-7.6324017
PALMIER ABDELMOUMEN,33.5812057,-7.6245608
PALMIER ABDELMOUMEN,33.5817805,-7.6240512
PANORAMIQUE,33.552632,-7.6069343
PANORAMIQUE,33.5529184,-7.6070833
PARC (MOH),33.7057303,-7.3975108
PARC (MOH),33.7058008,-7.3974501
PARC HAY HASSANI,33.5706132,-7.6782154
PARC INDUSTRIEL,33.4425095,-7.6507593
PARC INDUSTRIEL,33.4426619,-7.6509787
PARC LE LAC,33.6024203,-7.636126
PARC LE LAC,33.6025652,-7.6361088
PARK DE BOUSKOURA,33.4737668,-7.6176512
PARK.BOUS,33.4744537,-7.6173649
PEAGE NOUACEUR,33.3909261,-7.6076202
PEAGE NOUACEUR,33.3912527,-7.6078282
PENETRATION AZBANE,33.5304401,-7.6654226
PENETRATION AZBANE,33.5306148,-7.6652481
PEPINIERE BOUSKOURA,33.4883461,-7.6743961
PEPINIERE BOUSKOURA,33.4883518,-7.6742299
PEPINIERE DAR BOUAZZA,33.5158269,-7.8096611
PEPINIERE DAR BOUAZZA,33.516209,-7.8095053
PEPINIERE DERB GHALLEF,33.5738119,-7.6347669
PEPINIERE DERB GHALLEF,33.574072,-7.6348855
PEPINIERE OASIS,33.5618738,-7.6284042
PEPINIERE OASIS,33.5619712,-7.628634
PEPINIERE ORIKA,33.5155788,-7.6327243
PEPINIERE ORIKA,33.5157249,-7.6326504
PETIT ZENATA,33.6416667,-7.4965815
PETIT ZENATA,33.6419102,-7.4967849
PHARE EL HANK,33.6066253,-7.6512897
PHARE EL HANK,33.6067826,-7.6510082
PHARMACIE AL ATFAL,33.5522228,-7.6896919
PLACE SIDI MOHAMED,33.4536248,-7.5170247
PLACE SIDI MOHAMED,33.4538827,-7.5170264
PLAGE LALLA MERIEM,33.6032121,-7.6598986
PLAGE LALLA MERIEM,33.603215,-7.6601446
PLAGE OULAD HMIMOUN,33.6685912,-7.4412859
PLAGE OULAD HMIMOUN,33.6689309,-7.4415759
PLAGE PALOMA,33.6599298,-7.4605895
PLAGE PALOMA,33.6601968,-7.4606771
PLAGE RAHA,33.618427,-7.5433561
PLAGE RAHA,33.6185737,-7.5434506
PLAGE SAADA,33.6193042,-7.5346517
PLAGE SAADA,33.6196697,-7.5346368
POLE URBAIN NOUACEUR,33.3830193,-7.5518868
POLE URBAIN NOUACEUR,33.3830536,-7.5522335
POLYCLINIQUE CNSS BERNOUSSI,33.6112169,-7.5016465
POLYCLINIQUE CNSS BERNOUSSI,33.6114289,-7.501615
POLYCLINIQUE CNSS INARA,33.5397649,-7.5984419
POLYCLINIQUE CNSS INARA,33.539873,-7.5985765
POLYCLINIQUE CNSS OUM RABIA,33.5672306,-7.66761
PONT ANOUAL,33.5704893,-7.5780882
PONT ANOUAL,33.5707736,-7.577814
PONT AUTOROUTE A1,33.5367003,-7.5389936
PONT AUTOROUTE A1,33.5371884,-7.5389833
PONT ONCF,33.6463827,-7.4450571
PONT ONCF,33.6466389,-7.4453551
POSTE DE POLICE BOUTALEB,33.5730121,-7.685178
POSTE DE POLICE BOUTALEB,33.5731954,-7.6854021
POSTE DE POLICE GARE ROUTIERE,33.5749358,-7.5902984
POSTE DE POLICE GARE ROUTIERE,33.574961,-7.5901996
POSTE MAROC (ZOLA),33.5956735,-7.5938252
POSTE MAROC (ZOLA),33.5957112,-7.5939269
PREFECTURE MEDIOUNA,33.5596048,-7.4900521
PREFECTURE MEDIOUNA,33.5597939,-7.4898659
PREFECTURE NOUACER,33.4657859,-7.638494
PREFECTURE NOUACER,33.4661955,-7.638694
PRESTIGIA,33.4740498,-7.609354
PRESTIGIA,33.4745337,-7.6094803
PRISON OKACHA,33.6075605,-7.558129
PRISON OKACHA,33.6075801,-7.5578639
PROJET SALAM,33.5888962,-7.4861921
PROJET SALAM,33.589009,-7.4860758
PROMENADE MARITIME,33.6035983,-7.6416573
PROMENADE MARITIME,33.6038544,-7.6416355
PROTECTION CIVIL AIN SEBAA,33.6061182,-7.5504944
PROTECTION CIVIL AIN SEBAA,33.6061783,-7.5505962
PROTECTION CIVIL BOUSKOURA,33.4325744,-7.6397184
PROTECTION CIVIL BOUSKOURA,33.4326185,-7.6395523
PROTECTION CIVIL EL QODS,33.621914,-7.4876875
PROTECTION CIVIL EL QODS,33.6220515,-7.4878691
PROTECTION CIVIL MOHAMMEDIA,33.6825249,-7.4082612
PROTECTION CIVIL MOHAMMEDIA,33.6826682,-7.4081673
PROTECTION CIVILE,33.5478821,-7.6222231
PROTECTION CIVILE,33.5484494,-7.6221658
PTT BIR ANZARAN,33.580111,-7.6371361
PTT BIR ANZARAN,33.5801339,-7.6367373
PTT HAY ALAMAL,33.5678516,-7.5905411
PTT HAY ALAMAL,33.5679059,-7.5908096
PTT ROUDANI,33.5698529,-7.6435505
PTT ROUDANI,33.5706426,-7.6432488
QADI TAZI (SOS),33.6781126,-7.3962812
QADI TAZI (SOS),33.6783991,-7.3965041
QUARTIER ANFA MOHAMMEDIA,33.6908953,-7.370756
QUARTIER ANFA MOHAMMEDIA,33.6909612,-7.3706609
QUARTIER DRISSIA,33.5636041,-7.5917481
QUARTIER DRISSIA,33.5639192,-7.5922093
QUARTIER INDUSTRIEL MEDIOUNA,33.5398894,-7.4938623
QUARTIER INDUSTRIEL MEDIOUNA,33.5399024,-7.494173
QUARTIER NASSIM,33.6786712,-7.4006048
QUARTIER NASSIM,33.6788809,-7.4002392
QUARTIER POLO,33.5539841,-7.6031139
QUARTIER POLO,33.5540214,-7.6036473
QUARTIER TAKADOUM,33.5855229,-7.5678038
QUARTIER TAKADOUM,33.5857251,-7.5677564
RACHAD,33.5664776,-7.6091434
RESIDENCE ABOUAB OUM RABIA,33.5604242,-7.6724343
RESIDENCE ABOUAB OUM RABIA,33.5607622,-7.672251
RESIDENCE ABWAB SALAM,33.5811939,-7.4780269
RESIDENCE ABWAB SALAM,33.5812191,-7.4782532
RESIDENCE AL AMANE,33.5951053,-7.5391758
RESIDENCE AL AMANE,33.5952107,-7.5392978
RESIDENCE AL AMANE 2,33.5936852,-7.5449411
RESIDENCE AL AMANE 2,33.5938414,-7.5450131
RESIDENCE AL BADR,33.5990014,-7.5331047
RESIDENCE AL BADR,33.5991389,-7.5331649
RESIDENCE AL BAIDA EL QODS,33.6144009,-7.4879167
RESIDENCE AL FADL,33.5533212,-7.5175655
RESIDENCE AL FADL,33.5534513,-7.5177552
RESIDENCE AL FAJR,33.504853,-7.7140958
RESIDENCE AL FAJR,33.5049962,-7.7140906
RESIDENCE AL FIRDAOUS,33.5583077,-7.6681618
RESIDENCE AL FIRDAOUS,33.5583622,-7.6679937
RESIDENCE AL HOUDA,33.58209,-7.524523
RESIDENCE AL HOUDA,33.5821221,-7.5243218
RESIDENCE AL MAWLID,33.5526835,-7.6234796
RESIDENCE AL MAWLID,33.5527752,-7.6232419
RESIDENCE AL WIFAK,33.5966065,-7.5365906
RESIDENCE AL WIFAK,33.5967411,-7.5366725
RESIDENCE ALASSIL,33.5932088,-7.5611046
RESIDENCE ALASSIL,33.5933864,-7.5611882
RESIDENCE ALKIMA,33.5922978,-7.5012167
RESIDENCE ALKIMA,33.5927447,-7.5011692
RESIDENCE ANDALOUS,33.6643988,-7.3995122
RESIDENCE ANDALOUS,33.6644504,-7.3992824
RESIDENCE ANNACER,33.568908,-7.5961948
RESIDENCE ANNACER,33.5690271,-7.5959381
RESIDENCE ASSALAM,33.5853106,-7.5815242
RESIDENCE ASSALAM,33.5856343,-7.581342
RESIDENCE BAB EL BAIDA 1,33.6163684,-7.4829962
RESIDENCE BAB EL BAIDA 1,33.6166174,-7.4828119
RESIDENCE BACHKOU,33.5328885,-7.6471856
RESIDENCE BACHKOU,33.5329737,-7.6472571
RESIDENCE BASSATIN ALOULFA,33.5477837,-7.7020936
RESIDENCE BASSATIN ALOULFA,33.5477965,-7.7024042
RESIDENCE BASSATIN ALOULFA_ 2,33.5436422,-7.6974147
RESIDENCE BASSATIN ALOULFA_ 2,33.5437832,-7.6973173
RESIDENCE BOUAARFA,33.6006906,-7.6362277
RESIDENCE BOUAARFA,33.6008349,-7.6362761
RESIDENCE CHARAF,33.5856572,-7.5271528
RESIDENCE CHARAF,33.5856658,-7.5269162
RESIDENCE CHIFAE,33.5833389,-7.6318379
RESIDENCE CHIFAE,33.5835178,-7.6318297
RESIDENCE DANDOUN,33.514685,-7.6461882
RESIDENCE DANDOUN,33.5148024,-7.646324
RESIDENCE DES OLIVIERS,33.5860755,-7.5026314
RESIDENCE DES OLIVIERS,33.5861643,-7.5028101
RESIDENCE EL AHALI,33.516333,-7.6544831
RESIDENCE EL AHALI,33.5167596,-7.6541319
RESIDENCE EL ALIA,33.571708,-7.4823934
RESIDENCE EL ALIA,33.5717172,-7.4820582
RESIDENCE EL BAIDA,33.5934695,-7.4986883
RESIDENCE EL BAIDA,33.594144,-7.4988958
RESIDENCE EL BAIDA EL QODS,33.6143474,-7.4880647
RESIDENCE EL HADIKA,33.6032361,-7.529428
RESIDENCE EL HADIKA,33.6033788,-7.5283503
RESIDENCE EL HAMD,33.556253,-7.5438276
RESIDENCE EL HAMD,33.5564221,-7.5440906
RESIDENCE EL HORRIA,33.6898536,-7.3777942
RESIDENCE EL HORRIA,33.6900925,-7.3780348
RESIDENCE EL HOSSAINI,33.5769097,-7.6392745
RESIDENCE EL HOSSAINI,33.5772746,-7.6385113
RESIDENCE EL KAWTAR,33.5944321,-7.5116658
RESIDENCE EL KAWTAR,33.5945415,-7.5117151
RESIDENCE EL MAJD,33.5706171,-7.6346431
RESIDENCE EL MAJD,33.5708692,-7.6346993
RESIDENCE EL MANSOUR,33.5727905,-7.6486687
RESIDENCE EL MANSOUR,33.5733073,-7.6494902
RESIDENCE EL MOSTAKBAL,33.5296334,-7.648818
RESIDENCE EL MOSTAKBAL,33.5299671,-7.648601
RESIDENCE ELFATH,33.6624504,-7.3684292
RESIDENCE ELFATH,33.6625765,-7.36846
RESIDENCE ELMOUAHIDINE,33.5858349,-7.5480755
RESIDENCE ELMOUAHIDINE,33.586087,-7.5482262
RESIDENCE FLEURS DE LYS,33.7040303,-7.3703429
RESIDENCE FLEURS DE LYS,33.7041936,-7.3704724
RESIDENCE HLIWA,33.5998546,-7.5358898
RESIDENCE HLIWA,33.6000788,-7.5360258
RESIDENCE IDMAJ,33.5523332,-7.5503952
RESIDENCE IDMAJ,33.5528397,-7.5506292
RESIDENCE JAD VICTORIA,33.4145663,-7.6800753
RESIDENCE JAD VICTORIA,33.4146958,-7.6802483
RESIDENCE LES CHAMPS DE LYS,33.6898324,-7.3638931
RESIDENCE LES CHAMPS DE LYS,33.6902702,-7.3639332
RESIDENCE NAIM,33.5619884,-7.4852742
RESIDENCE NAIM,33.5620199,-7.4856821
RESIDENCE NARJIS,33.5280601,-7.6584438
RESIDENCE NARJIS,33.528193,-7.6584129
RESIDENCE OUDAYA,33.6021631,-7.5234324
RESIDENCE OUDAYA,33.6023624,-7.5238984
RESIDENCE RAYAN VICTORIA,33.4173795,-7.6790777
RESIDENCE RAYAN VICTORIA,33.417391,-7.679268
RESIDENCE RIAD AL OULFA,33.5561403,-7.697214
RESIDENCE RIAD AL OULFA,33.5563055,-7.69731
RESIDENCE ROKIA,33.6836044,-7.3718572
RESIDENCE ROKIA,33.6836273,-7.3716693
RESIDENCE SAADA,33.5880866,-7.5228029
RESIDENCE SAADA,33.5883467,-7.5228958
RESIDENCE SAFA,33.5685315,-7.5157435
RESIDENCE SAFA,33.5687378,-7.5155739
RESIDENCE SALMA,33.5489249,-7.5544715
RESIDENCE SALMA,33.5492184,-7.5547832
RESIDENCE SHEMSI,33.5925213,-7.6373773
RESIDENCE WALILI,33.5799592,-7.5122445
RESIDENCE WALILI,33.5800709,-7.5124421
RESTAURANT MRISSA,33.5471602,-7.7442861
RESTAURANT MRISSA,33.5474541,-7.7443726
ROCADE SUD OUEST,33.5188618,-7.6931742
ROCADE SUD OUEST,33.5191082,-7.6931817
ROCHES NOIRES,33.609038,-7.5669809
ROCHES NOIRES,33.6093443,-7.5664749
ROND POINT LOMO,33.5316903,-7.7706771
ROND POINT LOMO,33.5319367,-7.7708811
ROND POINT VICTORIA,33.4242751,-7.6700525
ROND POINT VICTORIA,33.4243605,-7.6701929
ROND-POINT AICHA,33.5977023,-7.5872583
ROND-POINT AICHA,33.5978039,-7.5883631
ROND-POINT ANASSI,33.5878402,-7.4998909
ROND-POINT ANASSI,33.5880322,-7.5000107
ROND-POINT BACHKOU,33.561203,-7.624333
ROND-POINT BACHKOU,33.5614576,-7.6240773
ROND-POINT CHAHDIA,33.5466314,-7.6805967
ROND-POINT CHAHDIA,33.5466675,-7.6805227
ROND-POINT MERCHICH,33.4526989,-7.5206681
ROND-POINT MERCHICH,33.453029,-7.5203398
ROND-POINT MOROCCO MALL,33.5704068,-7.7014466
ROND-POINT MOROCCO MALL,33.5707689,-7.7013893
ROUTE AZEMMOUR,33.5773665,-7.6724572
ROUTE AZEMMOUR,33.5777871,-7.6727701
ROUTE D'EL JADIDA,33.5572706,-7.6445787
ROUTE D'EL JADIDA,33.557995,-7.6443915
ROUTE DAR BOUAZZA,33.5402417,-7.7566769
ROUTE DAR BOUAZZA,33.5405139,-7.7555882
ROUTE DE L'OASIS,33.5589803,-7.6298452
ROUTE DE L'OASIS,33.5590013,-7.6299867
ROUTE DE LOUIZIA,33.688655,-7.3547538
ROUTE DE LOUIZIA,33.6889214,-7.3547962
ROUTE DE RABAT,33.6001518,-7.5631662
ROUTE DE RABAT,33.6002751,-7.5633341
ROUTE DE SIDI ABDERRAHMANE,33.5717241,-7.7004229
ROUTE DE SIDI ABDERRAHMANE,33.5718425,-7.7001456
ROUTE DES ZENATA,33.625157,-7.521763
ROUTE DES ZENATA,33.6252469,-7.5217808
ROUTE MOULAY THAMI,33.5385805,-7.7174793
ROUTE MOULAY THAMI,33.5387199,-7.7175975
ROUTE N1 AIN HARROUDA,33.6334396,-7.464819
ROUTE N1 AIN HARROUDA,33.6336614,-7.4650339
ROUTE N11 SIDI MAAROUF,33.54449,-7.6422728
ROUTE N11 SIDI MAAROUF,33.5445105,-7.6420356
ROUTE N9,33.4711516,-7.5128953
ROUTE N9,33.4711803,-7.5125831
ROUTE N9 AL MAJJATIA,33.4847651,-7.5103669
ROUTE N9 AL MAJJATIA,33.484941,-7.5101664
ROUTE N9 TIT MELLIL,33.5344291,-7.4940811
ROUTE N9 TIT MELLIL,33.5344339,-7.4944226
ROUTE NATIONALE 1 LISSASFA,33.5064149,-7.7101137
ROUTE NATIONALE 1 LISSASFA,33.5066005,-7.7102581
ROUTE NATIONALE 11,33.5210427,-7.6341515
ROUTE NATIONALE 11,33.521273,-7.6336866
ROUTE NATIONALE 9 MEDIOUNA,33.434308,-7.5212916
ROUTE NATIONALE 9 MEDIOUNA,33.4344567,-7.5215475
ROUTE OULED ZIANE,33.5819365,-7.5942588
ROUTE OULED ZIANE,33.5820018,-7.594127
ROUTE P3003,33.5893585,-7.3799244
ROUTE P3003,33.5894273,-7.3800883
ROUTE P3013 BOUSKOURA,33.4509319,-7.6426783
ROUTE P3013 BOUSKOURA,33.4513158,-7.6427087
ROUTE P3026,33.4761879,-7.6031534
ROUTE P3026,33.4765546,-7.6040673
ROUTE P3307,33.6318548,-7.33299
ROUTE P3307,33.631958,-7.3328743
ROUTE P3307 AIN TEKKI,33.6627,-7.3537678
ROUTE P3307 AIN TEKKI,33.6628576,-7.3537941
ROUTE P3336 MEDIOUNA,33.4485141,-7.5174292
ROUTE P3336 MEDIOUNA,33.4486745,-7.5173318
ROUTE R309,33.6727984,-7.4320963
ROUTE R309,33.673082,-7.4322561
ROUTE R320,33.5879262,-7.6454302
ROUTE R320 /P3012,33.5002373,-7.85806
ROUTE R320 /P3012,33.5005306,-7.8581111
ROUTE R322 ROCHES NOIRES,33.607671,-7.5702584
ROUTE R322 ROCHES NOIRES,33.6077535,-7.5703042
ROUTE R322 ZENATA,33.636906,-7.5042443
ROUTE R322 ZENATA,33.6369312,-7.5046207
ROUTE SIDI MAAROUF,33.5138198,-7.6549723
ROUTE SIDI MAAROUF,33.5141504,-7.6549723
ROYAL GOLF ANFA,33.5831454,-7.6585257
ROYAL GOLF ANFA 2,33.5830503,-7.6597347
RTM AIN CHOC,33.5389131,-7.583105
RTM AIN CHOC,33.5391354,-7.5831491
RUE 41 RIAD OULFA,33.5579418,-7.6926721
RUE AL MAROUNI,33.5744043,-7.6400246
RUE AL MAROUNI,33.5748662,-7.6399009
RUE BEN KACEM ADDAHMANI,33.5523546,-7.578797
RUE BEN KACEM ADDAHMANI,33.5523993,-7.5788703
RUE D'ALGER,33.5941511,-7.6237987
RUE DE BELGRADE,33.5754406,-7.6101812
RUE DE BELGRADE,33.5754751,-7.6100735
RUE DE L'ALMA,33.5985918,-7.6386195
RUE DES EPERVIERS,33.5642859,-7.6397734
RUE EL HAOUZA,33.6057258,-7.5626694
RUE EL HAOUZA,33.6057751,-7.5627219
RUE FAROUKI ERRAHALI,33.5589151,-7.6010395
RUE FAROUKI ERRAHALI,33.5590112,-7.6007534
RUE IBNOU ADRAA,33.5890377,-7.5729339
RUE IBNOU ADRAA,33.5891901,-7.5727202
RUE KAID AL ACHTAR,33.5824518,-7.6413792
RUE NORMANDIE,33.5850425,-7.6393896
RUE OUALILI,33.5744043,-7.6435309
RUE OUALILI,33.574629,-7.6433377
RUE SALONIQUE,33.5769082,-7.6129773
RUE SALONIQUE,33.577029,-7.612917
RUE WASHINGTON,33.593457,-7.6309255
RUE WASHINGTON,33.5936538,-7.6302559
SAKANI AHL LOGHLAM,33.5987017,-7.4782217
SAKANI AHL LOGHLAM,33.5990117,-7.4782832
SALAM MOHAMMEDIA,33.6997315,-7.3589457
SALAM MOHAMMEDIA,33.7001915,-7.3586941
SALLE DE SPORT LA CORNICHE,33.5715716,-7.6891498
SALLE DE SPORT LA CORNICHE,33.5717205,-7.6892215
SALLE DERKAOUI,33.6159495,-7.5211448
SALLE DERKAOUI,33.6160641,-7.5213052
SAMIR (MOH),33.6783905,-7.4162362
SAMIR (MOH),33.6787342,-7.416486
SCHNEIDER,33.5626181,-7.6681945
SEHAB RMAL,33.6454024,-7.3383174
SEHAB RMAL,33.6455084,-7.3382211
SIDI BERNOUSSI,33.6163981,-7.4970067
SIDI BERNOUSSI,33.6164996,-7.4971585
SIDI BOUZIANE,33.4849272,-7.7398783
SIDI BOUZIANE,33.4849943,-7.7393764
SIDI GHANEM,33.4970722,-7.5056738
SIDI GHANEM,33.4970814,-7.5052183
SIDI MESSAOUD,33.5131895,-7.6316409
SIDI MESSAOUD,33.5133442,-7.6318408
SIDI MOUSSA EL MAJDOUB,33.6047768,-7.3850049
SIDI MOUSSA EL MAJDOUB,33.6048685,-7.384884
SINDIBAD,33.5825224,-7.6987711
SINDIBAD,33.5825989,-7.6994576
SNRT AIN CHOCK,33.537328,-7.5858388
SNRT AIN CHOCK,33.5374789,-7.5859917
SOCIETE COSUMAR,33.5989435,-7.5716687
SOCIETE COSUMAR,33.5992092,-7.571057
SOUK ALLEK,33.6092346,-7.5006323
SOUK BOURGOGNE,33.5991125,-7.6431561
SOUK BOURGOGNE,33.5997106,-7.6420826
SOUK CHRIFA,33.5361594,-7.6017176
SOUK CHRIFA,33.5365204,-7.6020063
SOUK LAAYOUNE,33.564581,-7.5953858
SOUK LAAYOUNE,33.5646698,-7.5950518
SOUK LHJAJMA,33.5961056,-7.6483799
SOUK LHJAJMA,33.596155,-7.6485413
SOUK LWIZIA,33.6756947,-7.3508107
SOUK LWIZIA,33.6759038,-7.350946
SOUK OULD MINA,33.5685886,-7.6756633
